Title,AuthorIDs,AuthorNames,Cited_url
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
